unit_id,result,emotion,id,text
2675889477,pleasant,excitement,1236027763959742500,@CPusun Good bye
2675889478,angry,excitement,1236027717352673300,if i had clear skin i would be unstoppable sadly god decided it's not my time yet 😔
2675889478,fear,excitement,1236027717352673300,if i had clear skin i would be unstoppable sadly god decided it's not my time yet 😔
2675889478,surprise,excitement,1236027717352673300,if i had clear skin i would be unstoppable sadly god decided it's not my time yet 😔
2675889479,pleasant,excitement,1236027600134434800,@mjekm5 No bullish divergence in momentum (daily chart) either.
2675889479,excitement,excitement,1236027600134434800,@mjekm5 No bullish divergence in momentum (daily chart) either.
2675889480,fear,excitement,1236027591577997300,"'What's the worst that could happen' oh no, I already know something bad is gonna happen"
2675889480,fear,excitement,1236027591577997300,"'What's the worst that could happen' oh no, I already know something bad is gonna happen"
2675889480,fear,excitement,1236027591577997300,"'What's the worst that could happen' oh no, I already know something bad is gonna happen"
2675889481,pleasant,excitement,1236027750692966400,Brown girls deserve all the hype 👉🏿👈🏿
2675889481,happy,excitement,1236027750692966400,Brown girls deserve all the hype 👉🏿👈🏿
2675889481,happy,excitement,1236027750692966400,Brown girls deserve all the hype 👉🏿👈🏿
2675889482,excitement,excitement,1236027716920651800,#UASpringFest is coming and we are SUPER excited to tell you about it! Stay tuned to our social media for more news coming soon. https://t.co/FKMvkBHrLQ
2675889483,happy,happy,1236029457728704500,@whitewinery St. Basil's is beautiful. Orthodox have some beautiful cathedrals - like this: https://t.co/HAa2emZhCc
2675889483,happy,happy,1236029457728704500,@whitewinery St. Basil's is beautiful. Orthodox have some beautiful cathedrals - like this: https://t.co/HAa2emZhCc
2675889483,happy,happy,1236029457728704500,@whitewinery St. Basil's is beautiful. Orthodox have some beautiful cathedrals - like this: https://t.co/HAa2emZhCc
2675889484,happy,happy,1236029264702713900,How to make love to my boypussy. I bet your ex has never been as tight as I’ll be. Love how the head kisses the 2nd hole before diving in and impregnating.🍼💦 https://t.co/9iLogvMRkz
2675889484,happy,happy,1236029264702713900,How to make love to my boypussy. I bet your ex has never been as tight as I’ll be. Love how the head kisses the 2nd hole before diving in and impregnating.🍼💦 https://t.co/9iLogvMRkz
2675889484,happy,happy,1236029264702713900,How to make love to my boypussy. I bet your ex has never been as tight as I’ll be. Love how the head kisses the 2nd hole before diving in and impregnating.🍼💦 https://t.co/9iLogvMRkz
2675889485,happy,happy,1236028996258861000,I LOVE YOU BABY PLUTO  I LOVE YOUUUU  @LILUZIVERT #ETERNALATAKE #babypluto #LilUzi #P2 https://t.co/K6ERDcPnfL
2675889485,happy,happy,1236028996258861000,I LOVE YOU BABY PLUTO  I LOVE YOUUUU  @LILUZIVERT #ETERNALATAKE #babypluto #LilUzi #P2 https://t.co/K6ERDcPnfL
2675889485,happy,happy,1236028996258861000,I LOVE YOU BABY PLUTO  I LOVE YOUUUU  @LILUZIVERT #ETERNALATAKE #babypluto #LilUzi #P2 https://t.co/K6ERDcPnfL
2675889486,happy,happy,1236028874624024600,@JoshuaAyeni9 @iamtunaco @_plexy No baby. Nothing is a waste my love 😙
2675889487,happy,happy,1236028841497260000,London’s lucky I love him because he threw ALL MY POLYNESIAN SAUCE AWAY before I ate my chick-fil-a 😭😭
2675889487,happy,happy,1236028841497260000,London’s lucky I love him because he threw ALL MY POLYNESIAN SAUCE AWAY before I ate my chick-fil-a 😭😭
2675889487,happy,happy,1236028841497260000,London’s lucky I love him because he threw ALL MY POLYNESIAN SAUCE AWAY before I ate my chick-fil-a 😭😭
2675889488,excitement,happy,1236028803576721400,@Josey_Joestar Love you too bro. But love or no love you still getting 2-0d next time we meet in bracket
2675889488,happy,happy,1236028803576721400,@Josey_Joestar Love you too bro. But love or no love you still getting 2-0d next time we meet in bracket
2675889489,happy,happy,1236029323620094000,"Boy, it’s a marathon tonight. Back with part 2 of tonight’s @WDFD_Records festival special in a few moments. Interviews on the way with @Hells_Addiction @4thLabyrinth #MadDog @TheHowlingTides @WhiteRavenDown @Theiafan and more. https://t.co/BL6KRWGRZr / tune. Pour a drink ! 😎 https://t.co/ESFL6pAEep"
2675889489,excitement,happy,1236029323620094000,"Boy, it’s a marathon tonight. Back with part 2 of tonight’s @WDFD_Records festival special in a few moments. Interviews on the way with @Hells_Addiction @4thLabyrinth #MadDog @TheHowlingTides @WhiteRavenDown @Theiafan and more. https://t.co/BL6KRWGRZr / tune. Pour a drink ! 😎 https://t.co/ESFL6pAEep"
2675889489,happy,happy,1236029323620094000,"Boy, it’s a marathon tonight. Back with part 2 of tonight’s @WDFD_Records festival special in a few moments. Interviews on the way with @Hells_Addiction @4thLabyrinth #MadDog @TheHowlingTides @WhiteRavenDown @Theiafan and more. https://t.co/BL6KRWGRZr / tune. Pour a drink ! 😎 https://t.co/ESFL6pAEep"
2675889490,happy,happy,1236029105285591000,@shemalefritzie Lucky bugger that looks like fun 😍💦💦💦💦💓💓 xx
2675889490,happy,happy,1236029105285591000,@shemalefritzie Lucky bugger that looks like fun 😍💦💦💦💦💓💓 xx
2675889490,pleasant,happy,1236029105285591000,@shemalefritzie Lucky bugger that looks like fun 😍💦💦💦💦💓💓 xx
2675889491,angry,happy,1236029407363358700,Your BABY GIRL having a BIRTHDAY?   These PINK PARTY NAPKINS are the cutest cuz they've got her PHOTO in the middle.  FIFTY PERCENT OFF w/code PARTYPLANZAZ! https://t.co/1izTYbp6it @zazzle #babygirlbirthday #girlbirthday #babybirthday #birthdayaccessories #partyaccessories
2675889491,happy,happy,1236029407363358700,Your BABY GIRL having a BIRTHDAY?   These PINK PARTY NAPKINS are the cutest cuz they've got her PHOTO in the middle.  FIFTY PERCENT OFF w/code PARTYPLANZAZ! https://t.co/1izTYbp6it @zazzle #babygirlbirthday #girlbirthday #babybirthday #birthdayaccessories #partyaccessories
2675889491,happy,happy,1236029407363358700,Your BABY GIRL having a BIRTHDAY?   These PINK PARTY NAPKINS are the cutest cuz they've got her PHOTO in the middle.  FIFTY PERCENT OFF w/code PARTYPLANZAZ! https://t.co/1izTYbp6it @zazzle #babygirlbirthday #girlbirthday #babybirthday #birthdayaccessories #partyaccessories
2675889492,happy,happy,1236029168757772300,@hazelrootslive My Love where art thow?
2675889493,excitement,happy,1236029285024125000,Scoring a Natural Hat 🎩🏇🏿Trick at ⁦@TampaBayDownsFL⁩ is Victor ⁦@carrasco_racing⁩ ( with his daughter in his arms) after Bunster goes wire to wire in Race 6! Runhappy Performance of the Day @GalleryRacing He is the Cousin of ⁦@VictorJockey⁩ https://t.co/rfYVFJkSKh
2675889493,surprise,happy,1236029285024125000,Scoring a Natural Hat 🎩🏇🏿Trick at ⁦@TampaBayDownsFL⁩ is Victor ⁦@carrasco_racing⁩ ( with his daughter in his arms) after Bunster goes wire to wire in Race 6! Runhappy Performance of the Day @GalleryRacing He is the Cousin of ⁦@VictorJockey⁩ https://t.co/rfYVFJkSKh
2675889494,happy,happy,1236029026101268500,"RT MELLOWCELLO1
I LOVE Mellow's piano music...I'm practicing a lot so I can play it:-)..why not give a listen?
https://t.co/uonIj5qbqG … … … https://t.co/jANTOhl3UZ"
2675889494,happy,happy,1236029026101268500,"RT MELLOWCELLO1
I LOVE Mellow's piano music...I'm practicing a lot so I can play it:-)..why not give a listen?
https://t.co/uonIj5qbqG … … … https://t.co/jANTOhl3UZ"
2675889494,happy,happy,1236029026101268500,"RT MELLOWCELLO1
I LOVE Mellow's piano music...I'm practicing a lot so I can play it:-)..why not give a listen?
https://t.co/uonIj5qbqG … … … https://t.co/jANTOhl3UZ"
2675889495,happy,happy,1236029126412251100,New music and a beautiful day just does something for my energy 🤙🏽
2675889495,happy,happy,1236029126412251100,New music and a beautiful day just does something for my energy 🤙🏽
2675889495,happy,happy,1236029126412251100,New music and a beautiful day just does something for my energy 🤙🏽
2675889496,excitement,happy,1236028157943308300,I’m so hype to see YoungBoy this month😭 if u know me u know how much I love that man music
2675889496,happy,happy,1236028157943308300,I’m so hype to see YoungBoy this month😭 if u know me u know how much I love that man music
2675889496,excitement,happy,1236028157943308300,I’m so hype to see YoungBoy this month😭 if u know me u know how much I love that man music
2675889497,happy,happy,1236028816147067000,"Toy Story 4 Basketball Set And Baby Alive Doll Opening
▸ https://t.co/8Q1otvQaFA

#Toys #Kids https://t.co/n5xF8EurLq"
2675889497,pleasant,happy,1236028816147067000,"Toy Story 4 Basketball Set And Baby Alive Doll Opening
▸ https://t.co/8Q1otvQaFA

#Toys #Kids https://t.co/n5xF8EurLq"
2675889498,excitement,happy,1236029159635390500,@hhx37 No need beautiful w love you way more ❤️
2675889498,happy,happy,1236029159635390500,@hhx37 No need beautiful w love you way more ❤️
2675889498,happy,happy,1236029159635390500,@hhx37 No need beautiful w love you way more ❤️
2675889499,happy,happy,1236029038520660000,@Hollyoaks I love James Nightengale 🙌🙌🙌. He deserves happiness 🙌🙌🙌 #Hollyoaks
2675889499,pleasant,happy,1236029038520660000,@Hollyoaks I love James Nightengale 🙌🙌🙌. He deserves happiness 🙌🙌🙌 #Hollyoaks
2675889499,happy,happy,1236029038520660000,@Hollyoaks I love James Nightengale 🙌🙌🙌. He deserves happiness 🙌🙌🙌 #Hollyoaks
2675889500,pleasant,happy,1236029390468919300,@KaraboTebedi Your skin looks like those beautiful stones that you can find that have these shapes and colors which make them beautiful
2675889500,happy,happy,1236029390468919300,@KaraboTebedi Your skin looks like those beautiful stones that you can find that have these shapes and colors which make them beautiful
2675889500,pleasant,happy,1236029390468919300,@KaraboTebedi Your skin looks like those beautiful stones that you can find that have these shapes and colors which make them beautiful
2675889501,pleasant,happy,1236028451250827300,"We'v adjusted the Pick-a-Prize completion target to 250 loot bags.
Lucky Charms 2020 #MWO 
https://t.co/yVzgCyYoOt https://t.co/a7RqDWfUG0"
2675889501,pleasant,happy,1236028451250827300,"We'v adjusted the Pick-a-Prize completion target to 250 loot bags.
Lucky Charms 2020 #MWO 
https://t.co/yVzgCyYoOt https://t.co/a7RqDWfUG0"
2675889501,excitement,happy,1236028451250827300,"We'v adjusted the Pick-a-Prize completion target to 250 loot bags.
Lucky Charms 2020 #MWO 
https://t.co/yVzgCyYoOt https://t.co/a7RqDWfUG0"
2675889502,happy,happy,1236028522898100200,"@OuamroucheH @chancetotravel @MuchMorocco @Visit_Morocco_ Thankyou, we love 💓 Morocco 🇲🇦 too. I’m glad to hear it 😊"
2675889502,happy,happy,1236028522898100200,"@OuamroucheH @chancetotravel @MuchMorocco @Visit_Morocco_ Thankyou, we love 💓 Morocco 🇲🇦 too. I’m glad to hear it 😊"
2675889503,happy,pleasant,1236027604215435300,Think I deserve to be on Love island🌴 https://t.co/8SGjRd0E3H
2675889503,happy,pleasant,1236027604215435300,Think I deserve to be on Love island🌴 https://t.co/8SGjRd0E3H
2675889503,happy,pleasant,1236027604215435300,Think I deserve to be on Love island🌴 https://t.co/8SGjRd0E3H
2675889504,happy,pleasant,1236027582367363000,"👑1,000 V-Bucks Giveaway👑

- Retweet this post
- Follow @flexedgamer1 &amp; me
- Turn on notifications for more of these

Ends in 240 seconds, good luck everyone https://t.co/3otDcjByeT"
2675889504,pleasant,pleasant,1236027582367363000,"👑1,000 V-Bucks Giveaway👑

- Retweet this post
- Follow @flexedgamer1 &amp; me
- Turn on notifications for more of these

Ends in 240 seconds, good luck everyone https://t.co/3otDcjByeT"
2675889504,pleasant,pleasant,1236027582367363000,"👑1,000 V-Bucks Giveaway👑

- Retweet this post
- Follow @flexedgamer1 &amp; me
- Turn on notifications for more of these

Ends in 240 seconds, good luck everyone https://t.co/3otDcjByeT"
2675889505,happy,pleasant,1236027591724863500,"@ArmyBrigade13_D @BTS_twt Cancer sucks. You don't! So Glad it was good news.  
💜💜💜💜💜💜💜💜

#BestMusicVideo #iHeartAwards #BoyWithLuv @BTS_twt"
2675889505,happy,pleasant,1236027591724863500,"@ArmyBrigade13_D @BTS_twt Cancer sucks. You don't! So Glad it was good news.  
💜💜💜💜💜💜💜💜

#BestMusicVideo #iHeartAwards #BoyWithLuv @BTS_twt"
2675889505,fear,pleasant,1236027591724863500,"@ArmyBrigade13_D @BTS_twt Cancer sucks. You don't! So Glad it was good news.  
💜💜💜💜💜💜💜💜

#BestMusicVideo #iHeartAwards #BoyWithLuv @BTS_twt"
2675889506,happy,pleasant,1236027603091370000,@joepods Happy birthday pal 👍🐶🐶❤️ https://t.co/td3eEGrCAP
2675889506,happy,pleasant,1236027603091370000,@joepods Happy birthday pal 👍🐶🐶❤️ https://t.co/td3eEGrCAP
2675889506,happy,pleasant,1236027603091370000,@joepods Happy birthday pal 👍🐶🐶❤️ https://t.co/td3eEGrCAP
2675889507,happy,pleasant,1236027612360855600,Menzi Ngubane is a living legend I hope he gets his flowers and gets to smell them #Isibaya
2675889507,happy,pleasant,1236027612360855600,Menzi Ngubane is a living legend I hope he gets his flowers and gets to smell them #Isibaya
2675889507,pleasant,pleasant,1236027612360855600,Menzi Ngubane is a living legend I hope he gets his flowers and gets to smell them #Isibaya
2675889508,happy,pleasant,1236027607625408500,"@Badluckrabbit @LeadedInk @DrFudge765 I'm glad that my top tweet is #2, right after my feet dox https://t.co/CO7woS0jtl"
2675889508,excitement,pleasant,1236027607625408500,"@Badluckrabbit @LeadedInk @DrFudge765 I'm glad that my top tweet is #2, right after my feet dox https://t.co/CO7woS0jtl"
2675889508,happy,pleasant,1236027607625408500,"@Badluckrabbit @LeadedInk @DrFudge765 I'm glad that my top tweet is #2, right after my feet dox https://t.co/CO7woS0jtl"
2675889509,happy,pleasant,1236027608132808700,"Charities are far more efficient at helping the poor
than the government. https://t.co/tHHZLVRiGg"
2675889509,surprise,pleasant,1236027608132808700,"Charities are far more efficient at helping the poor
than the government. https://t.co/tHHZLVRiGg"
2675889509,angry,pleasant,1236027608132808700,"Charities are far more efficient at helping the poor
than the government. https://t.co/tHHZLVRiGg"
2675889510,angry,pleasant,1236027599584989200,"@Txsconstitution OMG, ER’S are no longer places of comfort."
2675889510,angry,pleasant,1236027599584989200,"@Txsconstitution OMG, ER’S are no longer places of comfort."
2675889511,happy,pleasant,1236027586985287700,"@pink_yaw Congrats on having your supportive loving tweet to Shane in his video, you deserve it! 🎉🎉🎊💖💖💖💓💓💓💓"
2675889511,happy,pleasant,1236027586985287700,"@pink_yaw Congrats on having your supportive loving tweet to Shane in his video, you deserve it! 🎉🎉🎊💖💖💖💓💓💓💓"
2675889511,happy,pleasant,1236027586985287700,"@pink_yaw Congrats on having your supportive loving tweet to Shane in his video, you deserve it! 🎉🎉🎊💖💖💖💓💓💓💓"
2675889512,surprise,pleasant,1236027591112429600,@helper2 @PJMedia_com He is connected.  His primary foreign policy advisor was on Burisma board.
2675889512,excitement,pleasant,1236027591112429600,@helper2 @PJMedia_com He is connected.  His primary foreign policy advisor was on Burisma board.
2675889512,surprise,pleasant,1236027591112429600,@helper2 @PJMedia_com He is connected.  His primary foreign policy advisor was on Burisma board.
2675889513,angry,pleasant,1236027603875741700,Certainly an elite agenda behind #COVIDー19 Why are we letting these evil sick psychopaths play God with our lives???
2675889513,fear,pleasant,1236027603875741700,Certainly an elite agenda behind #COVIDー19 Why are we letting these evil sick psychopaths play God with our lives???
2675889513,fear,pleasant,1236027603875741700,Certainly an elite agenda behind #COVIDー19 Why are we letting these evil sick psychopaths play God with our lives???
2675889514,happy,pleasant,1236027587018752000,"So good to see @RyanJNewman back at Phoenix Raceway.

Sense of humor still the same! 👏 https://t.co/YrOKVSEhGt"
2675889514,pleasant,pleasant,1236027587018752000,"So good to see @RyanJNewman back at Phoenix Raceway.

Sense of humor still the same! 👏 https://t.co/YrOKVSEhGt"
2675889515,happy,pleasant,1236027595550003200,"So far, it looks good... https://t.co/qTnidDS4B5"
2675889515,happy,pleasant,1236027595550003200,"So far, it looks good... https://t.co/qTnidDS4B5"
2675889515,happy,pleasant,1236027595550003200,"So far, it looks good... https://t.co/qTnidDS4B5"
2675889516,surprise,pleasant,1236027603581931500,Check out what I just added to my closet on Poshmark: One LEFT Free people good karma neon coral hoodie. https://t.co/GV8GY9SNln via @poshmarkapp #shopmycloset
2675889516,excitement,pleasant,1236027603581931500,Check out what I just added to my closet on Poshmark: One LEFT Free people good karma neon coral hoodie. https://t.co/GV8GY9SNln via @poshmarkapp #shopmycloset
2675889516,happy,pleasant,1236027603581931500,Check out what I just added to my closet on Poshmark: One LEFT Free people good karma neon coral hoodie. https://t.co/GV8GY9SNln via @poshmarkapp #shopmycloset
2675889517,surprise,pleasant,1236027607872831500,"@cns46z @TWrinklyninja @HeidiBearKaye1 @cairnpaul @c4_pmc @CA_TimB @MarkAvery Let’s here the agenda, what the jobs will be and how they will somehow achieve their goals (and without vermin control practices). And if you think grouse moors are money making machines you ain’t got a frickin clue!"
2675889518,excitement,pleasant,1236027581885026300,Absolutely true.
2675889518,pleasant,pleasant,1236027581885026300,Absolutely true.
2675889519,happy,pleasant,1236027600151117800,@CHOKEATHENA it’s such a good movie like disney or not
2675889519,happy,pleasant,1236027600151117800,@CHOKEATHENA it’s such a good movie like disney or not
2675889519,pleasant,pleasant,1236027600151117800,@CHOKEATHENA it’s such a good movie like disney or not
2675889520,angry,pleasant,1236027583050977300,@Yeaahh_Im_Rudyy On god I was dyin at this shit earlier 🤣🤣
2675889520,angry,pleasant,1236027583050977300,@Yeaahh_Im_Rudyy On god I was dyin at this shit earlier 🤣🤣
2675889520,angry,pleasant,1236027583050977300,@Yeaahh_Im_Rudyy On god I was dyin at this shit earlier 🤣🤣
2675889521,fear,pleasant,1236027586934956000,@martinbritnell I hope not I booked my train ticket a fortnight ago....🤦‍♂️
2675889521,fear,pleasant,1236027586934956000,@martinbritnell I hope not I booked my train ticket a fortnight ago....🤦‍♂️
2675889522,angry,pleasant,1236027611714859000,Valdez's attorney says Valdez kept a.loaded gun by his bed for self defense at the suggestion of an earlier stepfather #WKOW https://t.co/HIJtCKegpx
2675889522,surprise,pleasant,1236027611714859000,Valdez's attorney says Valdez kept a.loaded gun by his bed for self defense at the suggestion of an earlier stepfather #WKOW https://t.co/HIJtCKegpx
2675889523,angry,surprise,1236027591531868200,"@finlay1916 @mikeybhoy11 @FoundationCFC So do you accept decades of child abuse in other areas of your life??
Your local pub?
Your shops?
Your work?
Are paedos ok to operate without a problem there or just at your football club?"
2675889523,angry,surprise,1236027591531868200,"@finlay1916 @mikeybhoy11 @FoundationCFC So do you accept decades of child abuse in other areas of your life??
Your local pub?
Your shops?
Your work?
Are paedos ok to operate without a problem there or just at your football club?"
2675889523,angry,surprise,1236027591531868200,"@finlay1916 @mikeybhoy11 @FoundationCFC So do you accept decades of child abuse in other areas of your life??
Your local pub?
Your shops?
Your work?
Are paedos ok to operate without a problem there or just at your football club?"
2675889524,excitement,surprise,1236027708758462500,"Triple whammy.. Communal violence , eco slowdown and a health crisis.. when former PM Manmohan Singh writes, you do read! https://t.co/BVQ8ia8Dr5"
2675889525,excitement,surprise,1236027671060062200,"Andy's not in a good place, and Rob doesn't  seem to know how to help him #robron #robronrewatch"
2675889525,surprise,surprise,1236027671060062200,"Andy's not in a good place, and Rob doesn't  seem to know how to help him #robron #robronrewatch"
2675889525,fear,surprise,1236027671060062200,"Andy's not in a good place, and Rob doesn't  seem to know how to help him #robron #robronrewatch"
2675889526,surprise,surprise,1236027637937520600,"NOW HAPPENING: The College of Social Sciences (CSS) holds the culmination night as the final event of the CSS Week at the CSS Courtyard.

The event comprises of a performing art competition and awarding of winners of ""Question of the Day"" and ""Sokscientist Quiz Bee"" competitions. https://t.co/2lV5YNsqnV"
2675889526,excitement,surprise,1236027637937520600,"NOW HAPPENING: The College of Social Sciences (CSS) holds the culmination night as the final event of the CSS Week at the CSS Courtyard.

The event comprises of a performing art competition and awarding of winners of ""Question of the Day"" and ""Sokscientist Quiz Bee"" competitions. https://t.co/2lV5YNsqnV"
2675889526,pleasant,surprise,1236027637937520600,"NOW HAPPENING: The College of Social Sciences (CSS) holds the culmination night as the final event of the CSS Week at the CSS Courtyard.

The event comprises of a performing art competition and awarding of winners of ""Question of the Day"" and ""Sokscientist Quiz Bee"" competitions. https://t.co/2lV5YNsqnV"
2675889527,fear,surprise,1236027713455964200,"D'Adrien Anderson sentenced to 30 days in jail after video posted last year showed him licking a container of ice cream before returning it to the shelf at a Texas Walmart 

 https://t.co/LTuENe2xu2"
2675889527,surprise,surprise,1236027713455964200,"D'Adrien Anderson sentenced to 30 days in jail after video posted last year showed him licking a container of ice cream before returning it to the shelf at a Texas Walmart 

 https://t.co/LTuENe2xu2"
2675889527,surprise,surprise,1236027713455964200,"D'Adrien Anderson sentenced to 30 days in jail after video posted last year showed him licking a container of ice cream before returning it to the shelf at a Texas Walmart 

 https://t.co/LTuENe2xu2"
2675889528,pleasant,surprise,1236027725653000200,"They had a part, but only a very small one.

      And he’s going to stay oblivious, because Sam doesn’t want to ruin this..."
2675889529,angry,surprise,1236027583059439600,"Virus or No Virus

This should be a standard procedure with ALL airlines!"
2675889529,fear,surprise,1236027583059439600,"Virus or No Virus

This should be a standard procedure with ALL airlines!"
2675889529,fear,surprise,1236027583059439600,"Virus or No Virus

This should be a standard procedure with ALL airlines!"
2675889530,angry,surprise,1236027633458126800,"The waiting for the appearance of #ThePromisedSaviour is a sign of cries for the healing of wounds and for redressing unfair conditions, where the just are suffering and the poor are made even poorer!
#Muslim

#IndianMuslimsInDanger"
